sample	pre.ccf	on.ccf	pre.ccf.pyc	on.ccf.pyc	pre.ccf.abs	on.ccf.abs	pre.ccf.pyc.ci	on.ccf.pyc.ci	pre.is.neo	on.is.neo	gene	clonal	clonal2
Pt26_16_20682984_G_A	Pt26	1.16522349324476	1.19607404037496	0.794621318913	0.862659737599	0.66	0.7	1.16522349324476	1.19607404037496	0	0	ACSM1	clonal both	no selection
Pt26_16_28508699_T_C	Pt26	1.03349999133523	1.01767462061366	0.990475570031	0.984176290203	1	1	1.03349999133523	1.01767462061366	0	0	APOBR	clonal both	no selection
Pt26_16_68100504_G_A	Pt26	1.0169510505094	1.0040857735174	0.992638224796	0.987306341482	0.94	1	1.0169510505094	1.0040857735174	0	0	DUS2	clonal both	no selection
Pt26_16_75186804_C_T	Pt26	1.01505710392643	1.01563358695014	0.993195036764	0.984877625235	0.99	1	1.01505710392643	1.01563358695014	0	0	ZFP1	clonal both	no selection
Pt26_16_88665061_C_T	Pt26	1.00691482129408	1.04117873363024	0.994284747599	0.973575149377	1	0.9	1.00691482129408	1.04117873363024	1	1	ZC3H18	clonal both	no selection
Pt26_17_2282758_C_T	Pt26	1.04546810321021	1.01468868539894	0.987503232584	0.98481702443	0.97	1	1.04546810321021	1.01468868539894	0	0	SGSM2	clonal both	no selection
Pt26_17_7919789_G_A	Pt26	1.07493667321068	1.08519329268286	0.972838240224	0.941221684129	0.88	0.85	1.07493667321068	1.08519329268286	0	0	GUCY2D	clonal both	no selection
Pt26_17_8794121_G_A	Pt26	1.05742610863802	1.03614442523068	0.983012339136	0.97888239337	0.93	0.94	1.05742610863802	1.03614442523068	0	0	PIK3R5	clonal both	no selection
Pt26_17_10398278_C_T	Pt26	1.02603812196782	1.01459084874597	0.991271989016	0.984650382155	0.98	1	1.02603812196782	1.01459084874597	0	0	MYH1	clonal both	no selection
Pt26_17_27282981_C_T	Pt26	1.01206635819826	1.00847490112604	0.993533611926	0.986129444025	1	1	1.01206635819826	1.00847490112604	1	1	SEZ6	clonal both	no selection
Pt26_17_37922169_C_T	Pt26	1.03509844292598	1.05032329917116	0.98967497424	0.818052526431	0.97	0.74	1.03509844292598	1.05032329917116	0	0	IKZF3	clonal both	no selection
Pt26_17_39672150_G_A	Pt26	1.01961401656196	1.04153235422167	0.992674779077	0.9782807226	1	0.96	1.01961401656196	1.04153235422167	0	0	KRT15	clonal both	no selection
Pt26_17_45247333_C_A	Pt26	0.154784651631952	0	0.117610136974	0	0.11	0	0.154784651631952	0	1	0	0	lost subclonal pre2on	negative selection
Pt26_17_45247367_T_C	Pt26	0.157898272314052	0	0.119077366922	0	0.11	0	0.157898272314052	0	0	0	0	lost subclonal pre2on	negative selection
Pt26_17_48276651_C_T	Pt26	1.11829897263023	0.95031429540084	0.961092865316	0.549937122652	0.82	0.48	1.11829897263023	0.95031429540084	0	0	COL1A1	clonal both	no selection
Pt26_17_61466837_C_T	Pt26	1.02381814924028	1.01428041296164	0.991741830906	0.984655963407	0.98	1	1.02381814924028	1.01428041296164	1	1	TANC2	clonal both	no selection
Pt26_17_66873689_C_T	Pt26	1.03754972240863	1.01253443861258	0.989694914395	0.98575258855	1	1	1.03754972240863	1.01253443861258	0	0	ABCA8	clonal both	no selection
Pt26_17_80320459_C_T	Pt26	1.11250485337098	1.02263415226287	0.964375748771	0.983764887233	0.83	1	1.11250485337098	1.02263415226287	1	1	TEX19	clonal both	no selection
Pt26_18_14513764_C_T	Pt26	0.154528611772476	0	0.117153748057	0	0.09	0	0.154528611772476	0	1	0	0	lost subclonal pre2on	negative selection
Pt26_18_14848750_C_T	Pt26	1.0771202918204	1.03307772338897	0.977872579997	0.981260994138	0.93	1	1.0771202918204	1.03307772338897	1	1	ANKRD30B	clonal both	no selection
Pt26_18_29046522_G_A	Pt26	1.04795489099012	1.01597663990914	0.986260417935	0.984571154549	0.93	1	1.04795489099012	1.01597663990914	1	1	DSG3	clonal both	no selection
Pt26_18_43262317_C_T	Pt26	1.01569661913659	1.00427234216062	0.993093014	0.987092178909	1	1	1.01569661913659	1.00427234216062	1	1	SLC14A2	clonal both	no selection
Pt26_18_43418923_C_T	Pt26	1.04362766831837	1.01195191083601	0.987473561879	0.985490684631	0.95	1	1.04362766831837	1.01195191083601	1	1	SIGLEC15	clonal both	no selection
Pt26_18_48256026_C_T	Pt26	1.0532085072639	1.02644521875618	0.985459961649	0.982584708313	0.98	1	1.0532085072639	1.02644521875618	0	0	MAPK4	clonal both	no selection
Pt26_18_65178797_G_A	Pt26	1.03638460542157	1.02879771058444	0.989585622798	0.981832748265	1	1	1.03638460542157	1.02879771058444	0	0	DSEL	clonal both	no selection
Pt26_19_2226484_C_T	Pt26	1.16935108781744	1.11744129305232	0.818623018294	0.963161650218	0.72	0.93	1.16935108781744	1.11744129305232	0	0	DOT1L	clonal both	no selection
Pt26_19_2834341_C_T	Pt26	1.08152402504735	1.01532872100332	0.963426025501	0.984170019673	1	1	1.08152402504735	1.01532872100332	1	1	ZNF554	clonal both	no selection
Pt26_19_3641703_C_G	Pt26	1.04821582028677	1.01658010781889	0.985589778393	0.983911698808	1	1	1.04821582028677	1.01658010781889	0	0	PIP5K1C	clonal both	no selection
Pt26_19_4231287_C_T	Pt26	1.02736897958701	1.05673463101455	0.991618142831	0.972919377843	1	1	1.02736897958701	1.05673463101455	1	1	EBI3	clonal both	no selection
Pt26_19_6002756_G_A	Pt26	1.14193818150806	1.10139022155354	0.969394497779	0.975129391769	0.94	1	1.14193818150806	1.10139022155354	0	0	RFX2	clonal both	no selection
Pt26_19_8152790_G_A	Pt26	1.01666684232096	1.1348969566882	0.704204216501	0.938588917071	0.69	0.85	1.01666684232096	1.1348969566882	0	0	FBN3	clonal both	no selection
Pt26_19_8660675_C_T	Pt26	1.11520845143433	1.08685172431809	0.981725173069	0.974904710096	0.98	0.95	1.11520845143433	1.08685172431809	1	1	ADAMTS10	clonal both	no selection
Pt26_19_15285120_C_T	Pt26	1.1624719661953	1.13291399519559	0.972828827487	0.971496621423	1	1	1.1624719661953	1.13291399519559	0	0	NOTCH3	clonal both	no selection
Pt26_19_36593874_G_A	Pt26	1.14033984390264	1.08467623664906	0.957893464542	0.977908386068	0.88	0.99	1.14033984390264	1.08467623664906	0	0	WDR62	clonal both	no selection
Pt26_19_38014344_G_A	Pt26	1.14003829017681	1.13477351059316	0.972753030636	0.953205128252	0.99	0.86	1.14003829017681	1.13477351059316	0	0	ZNF793	clonal both	no selection
Pt26_19_38160893_G_A	Pt26	1.15294343617004	1.13125926663247	0.957288823197	0.9589914139	0.87	0.9	1.15294343617004	1.13125926663247	0	0	ZNF781	clonal both	no selection
Pt26_19_42489134_G_A	Pt26	1.01924593980217	1.05200419162929	0.992574653653	0.970038246857	1	1	1.01924593980217	1.05200419162929	1	1	ATP1A3	clonal both	no selection
Pt26_19_46828854_G_A	Pt26	1.11489532301964	1.0422598397103	0.924554850736	0.977383902308	1	1	1.11489532301964	1.0422598397103	0	0	HIF3A	clonal both	no selection
Pt26_19_49002049_A_G	Pt26	1.27494307323824	1.26085512507116	0.848747589172	0.721415755456	0.63	0.55	1.27494307323824	1.26085512507116	0	0	LMTK3	clonal both	no selection
Pt26_19_49002052_T_G	Pt26	1.20790874547636	1.20700758876268	0.933993959321	0.920460947191	0.79	0.74	1.20790874547636	1.20700758876268	0	0	LMTK3	clonal both	no selection
Pt26_19_49920749_C_T	Pt26	1.1585661642258	1.14672176050548	0.960256997664	0.953659877665	0.92	0.86	1.1585661642258	1.14672176050548	0	0	CCDC155	clonal both	no selection
Pt26_19_53741500_G_A	Pt26	1.14952161659491	1.1134617190812	0.955998752222	0.96566023593	0.86	0.91	1.14952161659491	1.1134617190812	0	0	ZNF677	clonal both	no selection
Pt26_19_58264788_C_T	Pt26	1.16261239143796	0	0.850953251987	0	0.74	0	1.16261239143796	0	0	0	0	lost clonal pre2on	negative selection
Pt26_2_26690349_C_T	Pt26	1.01903364727618	1.02101606152952	0.992520691956	0.982648780726	1	0.96	1.01903364727618	1.02101606152952	0	0	OTOF	clonal both	no selection
Pt26_2_27121425_G_A	Pt26	1.03136128843292	1.01641189634696	0.99044100128	0.98464431851	1	1	1.03136128843292	1.01641189634696	0	0	DPYSL5	clonal both	no selection
Pt26_2_71036457_C_T	Pt26	1.03240130130192	1.04901790058281	0.990523169342	0.976358448161	1	0.94	1.03240130130192	1.04901790058281	0	0	CLEC4F	clonal both	no selection
Pt26_2_74042904_C_T	Pt26	1.09226250617719	1.02763564395992	0.958195652505	0.981561334731	0.84	0.98	1.09226250617719	1.02763564395992	0	0	C2orf78	clonal both	no selection
Pt26_2_96690200_G_A	Pt26	1.01175064309868	1.00940932928696	0.993588538435	0.985870040494	1	1	1.01175064309868	1.00940932928696	1	1	GPAT2	clonal both	no selection
Pt26_2_107429620_G_A	Pt26	1.1162980710553	1.06083177226884	0.967173022351	0.976400265819	NA	NA	1.1162980710553	1.06083177226884	1	1	ST6GAL2	clonal both	no selection
Pt26_2_141128408_C_T	Pt26	1.03999580032714	1.05667118305312	0.989156903334	0.974368647923	1	0.94	1.03999580032714	1.05667118305312	1	1	LRP1B	clonal both	no selection
Pt26_2_167162315_C_T	Pt26	1.04055544172684	1.02236857458021	0.98858736026	0.983279423978	0.97	1	1.04055544172684	1.02236857458021	1	1	SCN9A	clonal both	no selection
Pt26_2_190535176_C_T	Pt26	1.03994625707086	1.017819994203	0.989092743413	0.984333874266	1	1	1.03994625707086	1.017819994203	0	0	ASNSD1	clonal both	no selection
Pt26_2_207620055_G_A	Pt26	1.04598727711465	1.06207893825592	0.986881357279	0.969544448957	0.96	0.89	1.04598727711465	1.06207893825592	0	0	MDH1B	clonal both	no selection
Pt26_2_210704125_C_T	Pt26	1.09548661024832	1.02979241957233	0.949991203421	0.980758531355	0.84	0.96	1.09548661024832	1.02979241957233	1	1	UNC80	clonal both	no selection
Pt26_2_231861005_C_T	Pt26	1.11943358882972	1.01021344693165	0.899927320135	0.985607478368	0.77	1	1.11943358882972	1.01021344693165	0	0	SPATA3	clonal both	no selection
Pt26_2_239037450_G_A	Pt26	0.9120192131808	1.01405835230123	0.692335491823	0.98481082181	0.65	1	0.9120192131808	1.01405835230123	1	1	ESPNL	increased pre2on	positive selection
Pt26_2_240981547_A_G	Pt26	0.83208632867748	0	0.474390237186	0	0.42	0	0.83208632867748	0	1	0	0	lost subclonal pre2on	negative selection
Pt26_2_240981548_G_T	Pt26	1.1999814564874	1.1444200490506	0.891813238954	0.763512211959	0.66	0.61	1.1999814564874	1.1444200490506	0	0	PRR21	clonal both	no selection
Pt26_2_240981556_C_T	Pt26	1.06844056019916	0	0.614699206141	0	NA	0	1.06844056019916	0	1	0	0	lost clonal pre2on	negative selection
Pt26_20_9496189_G_A	Pt26	1.10359677753261	1.10483227704984	0.943701530882	0.87534967064	0.81	0.76	1.10359677753261	1.10483227704984	1	1	LAMP5	clonal both	no selection
Pt26_20_9498734_C_T	Pt26	1.02885855835193	1.0106720915463	0.991052424089	0.985648158042	1	1	1.02885855835193	1.0106720915463	1	1	LAMP5	clonal both	no selection
Pt26_20_31238516_C_T	Pt26	1.0372263938058	1.03626364843411	0.989583236587	0.980793321018	1	1	1.0372263938058	1.03626364843411	0	0	C20orf203	clonal both	no selection
Pt26_20_37536448_G_A	Pt26	1.04365556399797	1.03839888867878	0.987773955016	0.979855653999	0.99	0.99	1.04365556399797	1.03839888867878	0	0	PPP1R16B	clonal both	no selection
Pt26_22_21987505_C_T	Pt26	1.03625596055913	1.02003296243658	0.989447128228	0.983831076994	0.99	1	1.03625596055913	1.02003296243658	1	1	CCDC116	clonal both	no selection
Pt26_22_29533563_C_T	Pt26	1.04529640538492	1.01728668166345	0.986974131116	0.984383943665	0.96	1	1.04529640538492	1.01728668166345	1	1	KREMEN1	clonal both	no selection
Pt26_22_38468579_G_A	Pt26	1.05811268500901	1.04436053700494	0.981479057717	0.973788345812	0.9	0.92	1.05811268500901	1.04436053700494	1	1	PICK1	clonal both	no selection
Pt26_22_41257824_C_T	Pt26	0.173887771937636	0	0.122628250835	0	0.14	0	0.173887771937636	0	1	0	0	lost subclonal pre2on	negative selection
Pt26_3_12977268_G_A	Pt26	1.05689902706523	1.07570152855736	0.984145460609	0.963335170026	0.98	0.86	1.05689902706523	1.07570152855736	0	0	IQSEC1	clonal both	no selection
Pt26_3_25502789_C_T	Pt26	1.04419928498616	1.01523462112002	0.987554390734	0.985031708101	0.99	1	1.04419928498616	1.01523462112002	0	0	RARB	clonal both	no selection
Pt26_3_51680457_C_T	Pt26	1.00769374899613	1.00486922355667	0.994128838979	0.987130261648	1	1	1.00769374899613	1.00486922355667	0	0	RAD54L2	clonal both	no selection
Pt26_3_52442589_C_T	Pt26	1.01044767389184	1.01747450260012	0.993689389637	0.98361800777	NA	NA	1.01044767389184	1.01747450260012	0	0	BAP1	clonal both	no selection
Pt26_3_101284296_T_C	Pt26	1.02413007360844	1.05206293768781	0.992108557401	0.974700603946	1	0.92	1.02413007360844	1.05206293768781	1	1	TRMT10C	clonal both	no selection
Pt26_3_130454849_G_A	Pt26	1.05232349764647	1.02192879866435	0.986265478333	0.983468608296	1	1	1.05232349764647	1.02192879866435	0	0	PIK3R4	clonal both	no selection
Pt26_3_161221392_C_T	Pt26	1.01127149346018	1.06988783202162	0.993616201643	0.954057778751	1	0.88	1.01127149346018	1.06988783202162	1	1	OTOL1	clonal both	no selection
Pt26_3_168802779_G_A	Pt26	1.07724316083948	1.07345023228271	0.971497298585	0.959164361312	0.88	0.87	1.07724316083948	1.07345023228271	1	1	MECOM	clonal both	no selection
Pt26_3_169866985_G_A	Pt26	1.03024803604824	1.04228989170797	0.990772418361	0.977271597735	1	0.93	1.03024803604824	1.04228989170797	0	0	PHC3	clonal both	no selection
Pt26_3_186974530_G_A	Pt26	1.04536237056726	1.04881458888022	0.857195094374	0.972032883755	0.76	0.91	1.04536237056726	1.04881458888022	0	0	MASP1	clonal both	no selection
Pt26_3_195717061_C_A	Pt26	1.2248723659704	1.1176864951162	0.794208760366	0.961349296696	NA	NA	1.2248723659704	1.1176864951162	0	0	SDHAP1	clonal both	no selection
Pt26_4_1019076_T_A	Pt26	0.199090841346536	0	0.128016510217	0	0.16	0	0.199090841346536	0	1	0	0	lost subclonal pre2on	negative selection
Pt26_4_1305895_C_T	Pt26	1.06362301265181	1.01447806415127	0.979989322329	0.984739666519	0.91	1	1.06362301265181	1.01447806415127	0	0	MAEA	clonal both	no selection
Pt26_4_36148956_C_T	Pt26	1.0911017160844	1.03646178758292	0.951659877375	0.821456378716	0.85	0.75	1.0911017160844	1.03646178758292	0	0	ARAP2	clonal both	no selection
Pt26_4_47939374_C_T	Pt26	1.01092923811629	1.0185118333645	0.993743930265	0.984078915558	1	1	1.01092923811629	1.0185118333645	0	0	CNGA1	clonal both	no selection
Pt26_4_70826698_G_A	Pt26	1.09169380737237	1.08647816763428	0.95488086528	0.886276825034	0.84	0.8	1.09169380737237	1.08647816763428	1	1	CSN2	clonal both	no selection
Pt26_4_75938198_G_A	Pt26	1.06132262480581	1.01404243007323	0.980410369248	0.984824548698	0.9	1	1.06132262480581	1.01404243007323	1	1	PARM1	clonal both	no selection
Pt26_4_79516973_G_A	Pt26	1.07122171079992	1.03425563697662	0.977836280857	0.980334609049	0.89	0.99	1.07122171079992	1.03425563697662	0	0	ANXA3	clonal both	no selection
Pt26_4_153897623_C_T	Pt26	1.02223777178238	1.0176940648435	0.992288226756	0.984383256778	1	1	1.02223777178238	1.0176940648435	0	0	FHDC1	clonal both	no selection
Pt26_4_175709970_T_C	Pt26	0.168687445663812	0	0.119956845234	0	NA	0	0.168687445663812	0	1	0	0	lost subclonal pre2on	negative selection
Pt26_4_183674751_C_T	Pt26	1.02032618850486	1.02153097231258	0.992552708169	0.983491363675	1	1	1.02032618850486	1.02153097231258	0	0	TENM3	clonal both	no selection
Pt26_5_13870977_G_A	Pt26	1.09090372033964	1.02232147426086	0.920698083213	0.982463988932	0.81	0.96	1.09090372033964	1.02232147426086	1	1	DNAH5	clonal both	no selection
Pt26_5_41909851_A_T	Pt26	0.98317145228732	0	0.579043930351	0	0.49	0	0.98317145228732	0	1	0	0	lost clonal pre2on	negative selection
Pt26_5_73205330_G_A	Pt26	1.0046841768798	1.00350574685167	0.994563631511	0.987297630799	1	1	1.0046841768798	1.00350574685167	1	1	ARHGEF28	clonal both	no selection
Pt26_5_112170801_G_T	Pt26	1.01112463708772	1.00381703798117	0.993346212115	0.987068865008	0.93	1	1.01112463708772	1.00381703798117	0	0	APC	clonal both	no selection
Pt26_5_138729246_G_A	Pt26	1.01316956522862	1.01406443057819	0.993430122911	0.985383865865	0.99	NA	1.01316956522862	1.01406443057819	1	1	PROB1	clonal both	no selection
Pt26_5_176018399_C_T	Pt26	1.01253390372361	1.00599445084659	0.99336588935	0.986661823849	0.96	1	1.01253390372361	1.00599445084659	0	0	CDHR2	clonal both	no selection
Pt26_5_178552136_C_T	Pt26	1.00763720978472	1.00377385986131	0.993982263555	0.987233448816	0.96	1	1.00763720978472	1.00377385986131	0	0	ADAMTS2	clonal both	no selection
Pt26_6_24576657_T_G	Pt26	1.05545865083381	1.02932299135162	0.983390759095	0.981696973726	0.92	0.97	1.05545865083381	1.02932299135162	1	1	KIAA0319	clonal both	no selection
Pt26_6_30918168_G_A	Pt26	1.02275894233404	1.01249535098313	0.991867388667	0.984977961399	0.98	1	1.02275894233404	1.01249535098313	1	1	DPCR1	clonal both	no selection
Pt26_6_32047122_C_T	Pt26	1.04339789107238	1.08806935973137	0.988507785174	0.962720068177	1	0.85	1.04339789107238	1.08806935973137	1	1	TNXB	clonal both	no selection
Pt26_6_32188342_C_T	Pt26	1.01484170269019	1.00624871193852	0.993230175544	0.986606833536	1	1	1.01484170269019	1.00624871193852	0	0	NOTCH4	clonal both	no selection
Pt26_6_38840821_G_C	Pt26	1.0269670917663	1.01358577381983	0.990975519553	0.984688875902	0.96	1	1.0269670917663	1.01358577381983	0	0	DNAH8	clonal both	no selection
Pt26_6_45870870_G_A	Pt26	1.07391095607671	1.06401778750677	0.976904482052	0.970228156135	0.88	0.89	1.07391095607671	1.06401778750677	0	0	CLIC5	clonal both	no selection
Pt26_6_55441893_C_T	Pt26	1.05420876078533	1.00762117880685	0.983517796865	0.986520202989	0.91	1	1.05420876078533	1.00762117880685	1	1	HMGCLL1	clonal both	no selection
Pt26_6_76591401_C_T	Pt26	1.02442754790649	1.01590460630439	0.991576809043	0.984189086402	0.98	0.98	1.02442754790649	1.01590460630439	0	0	MYO6	clonal both	no selection
Pt26_6_130762176_G_A	Pt26	1.02165248446272	1.01316845701363	0.992522821232	0.985394533138	1	1	1.02165248446272	1.01316845701363	0	0	TMEM200A	clonal both	no selection
Pt26_6_133014444_A_C	Pt26	0.73708148474008	0	0.501711411575	0	0.43	0	0.73708148474008	0	1	0	0	lost subclonal pre2on	negative selection
Pt26_6_136508238_C_T	Pt26	1.13000644583856	1.138223280576	0.886474327155	0.873756390889	0.75	0.74	1.13000644583856	1.138223280576	0	0	PDE7B	clonal both	no selection
Pt26_6_160863809_G_A	Pt26	1.01717576770087	1.04003203023197	0.992781312548	0.97559589786	1	0.92	1.01717576770087	1.04003203023197	0	0	SLC22A3	clonal both	no selection
Pt26_7_44663910_G_T	Pt26	1.04277494920282	1.16799183728284	0.988598530139	0.906579251554	1	0.75	1.04277494920282	1.16799183728284	0	0	OGDH	clonal both	no selection
Pt26_7_73013855_C_T	Pt26	1.06177377583508	1.0612371733355	0.983224683206	0.972441553262	0.96	0.9	1.06177377583508	1.0612371733355	0	0	MLXIPL	clonal both	no selection
Pt26_7_76984904_G_A	Pt26	1.05904984019236	1.06335063371539	0.983017011884	0.970522295154	0.92	0.89	1.05904984019236	1.06335063371539	1	1	GSAP	clonal both	no selection
Pt26_7_100684665_C_T	Pt26	1.04614739045383	1.02460191208152	0.986806154556	0.982457334488	0.94	0.99	1.04614739045383	1.02460191208152	1	1	MUC17	clonal both	no selection
Pt26_7_141920359_C_T	Pt26	1.00840588293256	1.01610967756327	0.994008908376	0.984076536088	1	1	1.00840588293256	1.01610967756327	0	0	MGAM2	clonal both	no selection
Pt26_8_3045402_C_T	Pt26	1.04159960474094	1.02700597169958	0.988271053861	0.981945073388	0.97	0.98	1.04159960474094	1.02700597169958	1	1	CSMD1	clonal both	no selection
Pt26_8_3224648_C_T	Pt26	1.01961276712736	1.03877908692242	0.992376309529	0.976226576156	0.99	0.93	1.01961276712736	1.03877908692242	0	0	CSMD1	clonal both	no selection
Pt26_8_10469761_G_A	Pt26	1.04624949949516	1.00968637589237	0.98572600943	0.985567541942	0.92	1	1.04624949949516	1.00968637589237	0	0	RP1L1	clonal both	no selection
Pt26_8_23708862_G_A	Pt26	1.09318702610006	1.02197444882692	0.94423341488	0.982882967349	0.83	0.97	1.09318702610006	1.02197444882692	0	0	STC1	clonal both	no selection
Pt26_8_30998973_C_T	Pt26	1.02425361902812	1.06209502746235	0.991626938546	0.963593590017	0.99	0.88	1.02425361902812	1.06209502746235	1	1	WRN	clonal both	no selection
Pt26_8_55534016_C_T	Pt26	1.02353827056808	1.00826629462766	0.991576706774	0.986055380865	0.96	1	1.02353827056808	1.00826629462766	1	1	RP1	clonal both	no selection
Pt26_8_57079981_C_T	Pt26	1.0391260120769	1.01752820198698	0.988244820742	0.983990266538	0.96	1	1.0391260120769	1.01752820198698	0	0	PLAG1	clonal both	no selection
Pt26_8_77765077_C_T	Pt26	1.1491769857772	1.11036613354446	0.887035229645	0.940241570682	0.71	0.79	1.1491769857772	1.11036613354446	1	1	ZFHX4	clonal both	no selection
Pt26_8_133141544_C_T	Pt26	1.02572464655706	1.02158095552296	0.991459990152	0.983002458977	1	1	1.02572464655706	1.02158095552296	1	1	KCNQ3	clonal both	no selection
Pt26_9_39171472_G_A	Pt26	1.0067117333371	1.00554896588774	0.994117582027	0.986465145358	0.95	0.98	1.0067117333371	1.00554896588774	0	0	CNTNAP3	clonal both	no selection
Pt26_9_69067929_G_A	Pt26	0.66415548281744	0	0.333187794067	0	NA	0	0.66415548281744	0	0	0	0	lost subclonal pre2on	negative selection
Pt26_9_74300311_T_A	Pt26	0.73344505364996	0	0.444327354015	0	NA	0	0.73344505364996	0	0	0	0	lost subclonal pre2on	negative selection
Pt26_9_107379948_C_T	Pt26	1.01440836955439	1.00950243496143	0.993194101696	0.986061574373	0.97	1	1.01440836955439	1.00950243496143	1	1	OR13C9	clonal both	no selection
Pt26_X_68749738_G_A	Pt26	NA	NA	NA	NA	1	1	NA	NA	0	0	FAM155B	NA	NA
Pt26_X_123519825_C_T	Pt26	NA	NA	NA	NA	1	1	NA	NA	0	0	TENM1	NA	NA
Pt26_11_47862012_T_G	Pt26	0	1.00362112766264	0	0.743439196328	0	0.68	0	1.00362112766264	0	1	NUP160	novel clonal in on	positive selection
Pt26_12_104380725_G_A	Pt26	0	0.249248392775368	0	0.128251989957	0	0.25	0	0.249248392775368	0	0	TDG	novel subclonal in on	positive selection
